key,namespace_l2,value,locale_count,locales
pages.dashboard.totalRevToday,pages.dashboard,Total Revenue Today,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.orders,pages.dashboard,Orders,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.convRate,pages.dashboard,Conversion Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.netPayout,pages.dashboard,Net Payout,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.netPayoutSub,pages.dashboard,After fees & refunds,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.activeAlerts,pages.dashboard,Active Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.activeAlertSub,pages.dashboard,Policy triggers,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.channelMix,pages.dashboard,Channel Mix,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.realtimeLog,pages.dashboard,Real-time Activity Log,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.recentEvents,pages.dashboard,Recent Events,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.systemHealth,pages.dashboard,System Health,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.service,pages.dashboard,Service,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.response,pages.dashboard,Response,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.uptime,pages.dashboard,Uptime,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.keyMetrics,pages.dashboard,Key Metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.achieveRate,pages.dashboard,Today Achievement,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.revTarget,pages.dashboard,Revenue Target,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.roasTarget,pages.dashboard,ROAS Target,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.orderTarget,pages.dashboard,Order Target,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.costEff,pages.dashboard,Cost Efficiency,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.dashboard.vsPrev,pages.dashboard,vs prev,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.aiPredict.influencerUGC.txt_SearchResultNo_24,pages.marketingIntel,Txt_ Search Result No_24,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.influencerUGC.txt_SearchResultNo_24,pages.marketingIntel,Txt_ Search Result No_24,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.globalRevenue,pages.marketingIntel,Global Sales,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.avgGrowth,pages.marketingIntel,Avg Growth,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.topMarket,pages.marketingIntel,Top Market,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.activeCountries,pages.marketingIntel,Active Countries,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.channelPerf,pages.marketingIntel,Channel Performance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.growthRate,pages.marketingIntel,Growth Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.tabs.popularProducts,pages.marketingIntel,Popular Products,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.influencer.colFollowers,pages.marketingIntel,Followers,14,"en,ja,zh,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_SearchResultNo_24,pages.marketingIntel,Txt_ Search Result No_24,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.influencerUGC.txt_SearchResultNo_24,pages.marketingIntel,Txt_ Search Result No_24,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.globalRevenue,pages.marketingIntel,Global Sales,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.avgGrowth,pages.marketingIntel,Avg Growth,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.topMarket,pages.marketingIntel,Top Market,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.activeCountries,pages.marketingIntel,Active Countries,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.channelPerf,pages.marketingIntel,Channel Performance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.growthRate,pages.marketingIntel,Growth Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
pages.marketingIntel.marketingIntel.tabs.popularProducts,pages.marketingIntel,Popular Products,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
acctPerf.team,acctPerf.team,Team / Account,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
gNav.app_pricing,gNav.app_pricing,Plans & Pricing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_1.tag_b2b,_marketing_1.tag_b2b,B2B Solution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_1.tag_api,_marketing_1.tag_api,API/Integration,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_1.tag_enterprise,_marketing_1.tag_enterprise,Enterprise,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.title,cmpVal.adPerf,Advertising Performance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.team,cmpVal.adPerf,Team,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.channel,cmpVal.adPerf,Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.loading,cmpVal.adPerf,Loading performance data...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.date,cmpVal.adPerf,Date,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.impressions,cmpVal.adPerf,Impressions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.clicks,cmpVal.adPerf,Clicks,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.conversions,cmpVal.adPerf,Conversions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.spend,cmpVal.adPerf,Spend,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.cpa,cmpVal.adPerf,CPA,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
cmpVal.adPerf.roas,cmpVal.adPerf,ROAS,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.budgetTrackTitle,_marketing_2.budgetTrackTitle,Budget Tracking Dashboard,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgSummaryBudget,_marketing_2.bgSummaryBudget,Total Allocated Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgSummaryActual,_marketing_2.bgSummaryActual,Total Spent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgSummaryProfit,_marketing_2.bgSummaryProfit,Remaining Balance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgAchievePct,_marketing_2.bgAchievePct,Budget Achievement (Burn Rate),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgKpiActualVsBudget,_marketing_2.bgKpiActualVsBudget,Actual Spend vs Set Budget,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgKpiTopChan,_marketing_2.bgKpiTopChan,Top Media Brand Spend Summary,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColImpr,_marketing_2.bgColImpr,Impressions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColCtr,_marketing_2.bgColCtr,CTR(%),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColBudget,_marketing_2.bgColBudget,Allocated,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColSpend,_marketing_2.bgColSpend,Actual Spend,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColProfit,_marketing_2.bgColProfit,Balance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColCpc,_marketing_2.bgColCpc,CPC,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColCpa,_marketing_2.bgColCpa,CPA,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
_marketing_2.bgColRoi,_marketing_2.bgColRoi,Final ROI(%),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
Alert.Badge,Alert.Badge, Mode,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
Alert.Join,Alert.Join,Start for Free,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
Alert.PriceCheck,Alert.PriceCheck,Pricing Inquiry,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.yearSuffix,crm.contentCal,",",12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.unitCount,crm.contentCal,",",12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sentiment_,crm.contentCal,Sentiment,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.riskStatus.danger,crm.contentCal,Danger,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.riskStatus.caution,crm.contentCal,Caution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.riskStatus.normal,crm.contentCal,Normal,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.providerNhnDesc,crm.contentCal,NHN Cloud bizMessage service,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.providerAligoDesc,crm.contentCal,Leading Korean SMS service,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.providerCoolDesc,crm.contentCal,Developer-friendly SMS API,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.apiKeySettings,crm.contentCal,API Key Settings,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.senderNumber,crm.contentCal,Sender Number,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.connectTesting,crm.contentCal,Testing connection...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.saveAndTest,crm.contentCal,Save & Test,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.connectSuccess,crm.contentCal,Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.balance,crm.contentCal,Balance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.composeTitle,crm.contentCal,Send SMS,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.recipientNumber,crm.contentCal,Recipient Number,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.type,crm.contentCal,Type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.charCount,crm.contentCal,Characters,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.charUnit,crm.contentCal, chars,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.capacity,crm.contentCal,Capacity,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.messageContent,crm.contentCal,Message Content,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.messagePlaceholder,crm.contentCal,Enter your message...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.send,crm.contentCal,Send,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sendComplete,crm.contentCal,Sent successfully,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sendFailed,crm.contentCal,Send failed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.broadcastTitle,crm.contentCal,Bulk Broadcast,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.numberList,crm.contentCal,Number List,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.numbersCount,crm.contentCal,numbers,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.broadcastMsgPlaceholder,crm.contentCal,Enter broadcast message...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sending,crm.contentCal,Sending...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.startBroadcast,crm.contentCal,Start Broadcast,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.done,crm.contentCal,Complete,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.success,crm.contentCal,Success,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.countUnit,crm.contentCal,",",12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.total,crm.contentCal,Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplAll,crm.contentCal,All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplSearch,crm.contentCal,Search templates...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplNew,crm.contentCal,New Template,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplEdit,crm.contentCal,Edit Template,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCreate,crm.contentCal,Create Template,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplName,crm.contentCal,Template Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplNamePh,crm.contentCal,Enter name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCategory,crm.contentCal,Category,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplBody,crm.contentCal,Message Body,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplBodyPh,crm.contentCal,Enter message body...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplVars,crm.contentCal,Variables (comma-separated),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.cancel,crm.contentCal,Cancel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.save,crm.contentCal,Save,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.loading,crm.contentCal,Loading...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplEmpty,crm.contentCal,No templates registered yet.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.edit,crm.contentCal,Edit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.delete,crm.contentCal,Delete,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campAll,crm.contentCal,All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campNew,crm.contentCal,New Campaign,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campCreate,crm.contentCal,Create Campaign,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campName,crm.contentCal,Campaign Name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campNamePh,crm.contentCal,Enter campaign name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campTemplate,crm.contentCal,Template,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campSelectTpl,crm.contentCal,-- Select Template --,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campSegment,crm.contentCal,Target Segment,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campSegmentPh,crm.contentCal,Segment ID or All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campSchedule,crm.contentCal,Schedule Time,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campMessage,crm.contentCal,Message Content,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campMsgPh,crm.contentCal,Campaign message...,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campCreateBtn,crm.contentCal,Create Campaign,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campEmpty,crm.contentCal,No campaigns yet.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campScheduleBtn,crm.contentCal,Schedule,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campSendNow,crm.contentCal,Send Now,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campPause,crm.contentCal,Pause,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campResume,crm.contentCal,Resume,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabCompose,crm.contentCal,Compose,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabBroadcast,crm.contentCal,Broadcast,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabTemplates,crm.contentCal,Templates,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabCampaigns,crm.contentCal,Campaigns,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabHistory,crm.contentCal,History,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabStats,crm.contentCal,Stats,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabSettings,crm.contentCal,Settings,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.proMode,crm.contentCal,Pro Mode,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.demoMode,crm.contentCal,Demo Mode,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sent,crm.contentCal,Sent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.ihubLinked,crm.contentCal,channels linked,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.kpiSent,crm.contentCal,Sent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.kpiSuccess,crm.contentCal,Success,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.kpiFailed,crm.contentCal,Failed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.ihubAutoDetect,crm.contentCal,Integration Hub Auto-Detect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.historyTitle,crm.contentCal,Send History,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.noHistory,crm.contentCal,No send history yet.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.content,crm.contentCal,Content,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.status,crm.contentCal,Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sendTime,crm.contentCal,Send Time,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statsSentThisMonth,crm.contentCal,Sent This Month,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statsSuccessRate,crm.contentCal,Success Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statsBalance,crm.contentCal,Remaining Points,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.pageTitle,crm.contentCal,SMS Marketing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabList,crm.contentCal,Send History,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabNew,crm.contentCal,New Message,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tabTemplate,crm.contentCal,Templates,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.filterAll,crm.contentCal,All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statusSent,crm.contentCal,Sent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statusPending,crm.contentCal,Pending,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.statusFailed,crm.contentCal,Failed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.colRecipient,crm.contentCal,Recipient,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.colMessage,crm.contentCal,Message,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.colStatus,crm.contentCal,Status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.colDate,crm.contentCal,Date,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.emptyList,crm.contentCal,No send history.,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.newTitle,crm.contentCal,New SMS Message,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.recipientLabel,crm.contentCal,Recipient,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.messageLabel,crm.contentCal,Message Content,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.sendBtn,crm.contentCal,Send,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.dismiss,crm.contentCal,OK,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCat_promotion,crm.contentCal,Promotion,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCat_notification,crm.contentCal,Notification,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCat_authentication,crm.contentCal,Authentication,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.tplCat_transaction,crm.contentCal,Transaction,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campStatus_draft,crm.contentCal,Draft,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campStatus_scheduled,crm.contentCal,Scheduled,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.reviews.sms.campStatus_sent,crm.contentCal,Sent,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
