ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
Start Plan,2,pages.marketingIntel.auth.startPlan,Start Plan,Start Plan,
① Account Info,2,pages.marketingIntel.auth.step1Account,① Account Info,① Account Info,
② Business Info,2,pages.marketingIntel.auth.step2Business,② Business Info,② Business Info,
③ Channels & Complete,2,pages.marketingIntel.auth.step3Channels,③ Channels & Complete,③ Channels & Complete,
Terms Required,2,pages.marketingIntel.auth.termsRequired,Terms Required,Terms Required,
🎯 Try Demo,2,pages.marketingIntel.auth.try,🎯 Try Demo,🎯 Try Demo,
Verify Key,2,pages.marketingIntel.auth.verifyKey,Verify Key,Verify Key,
Website Label,2,pages.marketingIntel.auth.websiteLabel,Website Label,Website Label,
Wrong Admin Key,2,pages.marketingIntel.auth.wrongAdminKey,Wrong Admin Key,Wrong Admin Key,
Zip Code Label,2,pages.marketingIntel.auth.zipCodeLabel,Zip Code Label,Zip Code Label,
Budget Opt Desc,2,pages.marketingIntel.budgetOptDesc,Budget Opt Desc,Budget Opt Desc,
Channel Analysis,2,pages.marketingIntel.channelAnalysis,Channel Analysis,Channel Analysis,
Key Insight,2,pages.marketingIntel.channelKpiPage.keyInsight,Key Insight,Key Insight,
Creative Perf,2,pages.marketingIntel.creativePerf,Creative Perf,Creative Perf,
Ad Format Count,2,pages.marketingIntel.creativeStudio.adFormatCount,Ad Format Count,Ad Format Count,
Ad Preview Label,2,pages.marketingIntel.creativeStudio.adPreviewLabel,Ad Preview Label,Ad Preview Label,
Ad Spec,2,pages.marketingIntel.creativeStudio.adSpec,Ad Spec,Ad Spec,
Advertising,2,pages.marketingIntel.creativeStudio.adTag,Advertising,Advertising,
Ad Tip Title,2,pages.marketingIntel.creativeStudio.adTipTitle,Ad Tip Title,Ad Tip Title,
Body Hint,2,pages.marketingIntel.creativeStudio.bodyHint,Body Hint,Body Hint,
Cat_beauty_desc,2,pages.marketingIntel.creativeStudio.cat_beauty_desc,Cat_beauty_desc,Cat_beauty_desc,
Cat_electronics,2,pages.marketingIntel.creativeStudio.cat_electronics,Cat_electronics,Cat_electronics,
Cat_electronics_desc,2,pages.marketingIntel.creativeStudio.cat_electronics_desc,Cat_electronics_desc,Cat_electronics_desc,
Cat_fashion,2,pages.marketingIntel.creativeStudio.cat_fashion,Cat_fashion,Cat_fashion,
Cat_fashion_desc,2,pages.marketingIntel.creativeStudio.cat_fashion_desc,Cat_fashion_desc,Cat_fashion_desc,
Cat_food_desc,2,pages.marketingIntel.creativeStudio.cat_food_desc,Cat_food_desc,Cat_food_desc,
Cat_general,2,pages.marketingIntel.creativeStudio.cat_general,Cat_general,Cat_general,
Cat_general_desc,2,pages.marketingIntel.creativeStudio.cat_general_desc,Cat_general_desc,Cat_general_desc,
Cat_overseas_buy,2,pages.marketingIntel.creativeStudio.cat_overseas_buy,Cat_overseas_buy,Cat_overseas_buy,
Cat_overseas_buy_desc,2,pages.marketingIntel.creativeStudio.cat_overseas_buy_desc,Cat_overseas_buy_desc,Cat_overseas_buy_desc,
Cat_overseas_ship,2,pages.marketingIntel.creativeStudio.cat_overseas_ship,Cat_overseas_ship,Cat_overseas_ship,
Cat_overseas_ship_desc,2,pages.marketingIntel.creativeStudio.cat_overseas_ship_desc,Cat_overseas_ship_desc,Cat_overseas_ship_desc,
Cat_sports_desc,2,pages.marketingIntel.creativeStudio.cat_sports_desc,Cat_sports_desc,Cat_sports_desc,
Category Optimized,2,pages.marketingIntel.creativeStudio.categoryOptimized,Category Optimized,Category Optimized,
Channel Step,2,pages.marketingIntel.creativeStudio.channelStep,Channel Step,Channel Step,
👆 CTA:,2,pages.marketingIntel.creativeStudio.ctaHint,👆 CTA:,👆 CTA:,
Custom Body,2,pages.marketingIntel.creativeStudio.customBody,Custom Body,Custom Body,
Custom Copy Toggle,2,pages.marketingIntel.creativeStudio.customCopyToggle,Custom Copy Toggle,Custom Copy Toggle,
Custom Headline,2,pages.marketingIntel.creativeStudio.customHeadline,Custom Headline,Custom Headline,
Headline Hint,2,pages.marketingIntel.creativeStudio.headlineHint,Headline Hint,Headline Hint,
Product Info,2,pages.marketingIntel.creativeStudio.productInfo,Product Info,Product Info,
Selected Label,2,pages.marketingIntel.creativeStudio.selectedLabel,Selected Label,Selected Label,
Select First,2,pages.marketingIntel.creativeStudio.selectFirst,Select First,Select First,
Select First Desc,2,pages.marketingIntel.creativeStudio.selectFirstDesc,Select First Desc,Select First Desc,
Select Step,2,pages.marketingIntel.creativeStudio.selectStep,Select Step,Select Step,
Select Step Hint,2,pages.marketingIntel.creativeStudio.selectStepHint,Select Step Hint,Select Step Hint,
Export Report,2,pages.marketingIntel.exportReport,Export Report,Export Report,
Pnl High Margin,2,pages.marketingIntel.marketingIntel.banner.pnlHighMargin,Pnl High Margin,Pnl High Margin,
Pnl Low Margin,2,pages.marketingIntel.marketingIntel.banner.pnlLowMargin,Pnl Low Margin,Pnl Low Margin,
Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),2,pages.marketingIntel.marketingIntel.menuAccess.desc,Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),Click to change menu/feature access by role (✅ Allow · 👁 Read-only · 🔒 Locked),
New Feature,2,pages.marketingIntel.marketingIntel.menuAccess.newFeature,New Feature,New Feature,
Perm Read,2,pages.marketingIntel.marketingIntel.menuAccess.permRead,Perm Read,Perm Read,
Recommend Title,2,pages.marketingIntel.marketingIntel.menuAccess.recommendTitle,Recommend Title,Recommend Title,
Add Fav,2,pages.marketingIntel.marketingIntel.systemMonitor.addFav,Add Fav,Add Fav,
Add Favorite,2,pages.marketingIntel.marketingIntel.systemMonitor.addFavorite,Add Favorite,Add Favorite,
No Favorites,2,pages.marketingIntel.marketingIntel.systemMonitor.noFavorites,No Favorites,No Favorites,
No Recents,2,pages.marketingIntel.marketingIntel.systemMonitor.noRecents,No Recents,No Recents,
Quick Access,2,pages.marketingIntel.marketingIntel.systemMonitor.quickAccess,Quick Access,Quick Access,
Remove Fav,2,pages.marketingIntel.marketingIntel.systemMonitor.removeFav,Remove Fav,Remove Fav,
Remove Favorite,2,pages.marketingIntel.marketingIntel.systemMonitor.removeFavorite,Remove Favorite,Remove Favorite,
Trend Detection,2,pages.marketingIntel.marketingIntel.trendDetection,Trend Detection,Trend Detection,
No anomalies,2,pages.marketingIntel.noAnomaly,No anomalies,No Issues,
Product Perf,2,pages.marketingIntel.productPerf,Product Perf,Product Perf,
Tab Audience,2,pages.marketingIntel.tabAudience,Tab Audience,Tab Audience,
"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",2,pages.marketingIntel.writeback.payloadPlaceholder,"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",
Ai Prediction,2,pages.menu.aiPrediction,Ai Prediction,Ai Prediction,
No Pending,2,pages.menu.approvals.noPending,No Pending,No Pending,
Request Date,2,pages.menu.approvals.requestedAt,Request Date,Requested At,
Tab Approved,2,pages.menu.approvals.tabApproved,Tab Approved,Tab Approved,
Tab Pending,2,pages.menu.approvals.tabPending,Tab Pending,Tab Pending,
Commerce Search,2,pages.menu.commerceSearch,Commerce Search,Commerce Search,
Customer Crm,2,pages.menu.customerCrm,Customer Crm,Customer Crm,
Line Channel,2,pages.menu.lineChannel,Line Channel,Line Channel,
SMS/LMS Marketing,2,pages.menu.smsMarketing,SMS/LMS Marketing,SMS/LMS Marketing,
Create Policy,2,pages.menu.writeback.createPolicy,Create Policy,Create Policy,
Run Now,2,pages.menu.writeback.runNow,Run Now,Run Now,
Tab Log,2,pages.menu.writeback.tabLog,Tab Log,Tab Log,
Issue Date,2,pages.mobile.adminCoupon.colIssueDate,Issue Date,Issue Date,
All Accounts,2,pages.perms.allAccounts,All Accounts,All Accounts,
Writeback Setup·Logs,2,pages.pricingDetail.ent_s1i1,Writeback Setup·Logs,Writeback Setup·Logs,
Keyword Analysis,2,pages.pricingDetail.growth_s2i3,Keyword Analysis,Keyword Analysis,
⚖️ Run Reconciliation,2,pages.reconciliation.reconTitle,⚖️ Run Reconciliation,⚖️ Run Reconciliation,
Report Name,2,pages.report.colReportName,Report Name,Report Name,
Active Channels,2,ruleEnginePage.dash.activeCh,Active Channels,Active Channels,
Security Monitor,2,ruleEnginePage.dash.securityMonitor,Security Monitor,Security Monitor,
Total Stock,2,ruleEnginePage.dash.totalStock,Total Stock,Total Stock,
Google Ads,2,ruleEnginePage.super.ihGoogle,Google Ads,Google Ads,
Meta Ads,2,ruleEnginePage.super.ihMeta,Meta Ads,Meta Ads,
✅ Complete,2,ruleEnginePage.wms.auditDoneBtn,✅ Complete,✅ Complete,
Not Counted,2,ruleEnginePage.wms.auditNotCounted,Not Counted,Not Counted,
🖨️ Print,2,ruleEnginePage.wms.auditPrintBtn,🖨️ Print,🖨️ Print,
Search SKU or product...,2,ruleEnginePage.wms.auditSearchPh,Search SKU or product...,Search SKU or product...,
💾 Register,2,ruleEnginePage.wms.bdlSaveBtn,💾 Register,💾 Register,
Code *,2,ruleEnginePage.wms.carrCodeLabel,Code *,Code *,
Company *,2,ruleEnginePage.wms.carrNameLabel,Company *,Company *,
Type *,2,ruleEnginePage.wms.carrTypeLabel,Type *,Type *,
Company/Name,2,ruleEnginePage.wms.invcCompanyName,Company/Name,Company/Name,
Tracking No,2,ruleEnginePage.wms.invcTrackLabel,Tracking No,Tracking No,
SKU *,2,ruleEnginePage.wms.ioSkuLabel,SKU *,SKU *,
LOT ID,2,ruleEnginePage.wms.lotColId,LOT ID,LOT ID,
Order Date,2,ruleEnginePage.wms.recvColOrderDate,Order Date,Order Date,
PO No,2,ruleEnginePage.wms.recvColPO,PO No,PO No,
Order Qty,2,ruleEnginePage.wms.recvColQty,Order Qty,Order Qty,
Total Transaction Amount,2,ruleEnginePage.wms.supDrawerTotalAmt,Total Transaction Amount,Total Transaction Amount,
✏️ Edit,2,ruleEnginePage.wms.supEditBtn,✏️ Edit,✏️ Edit,
Room Temp,2,ruleEnginePage.wms.whTempDefault,Room Temp,Room Temp,
Actual Paid,1,actualPaid,,Actual Paid,
Ad Creative,1,adCreative,,Ad Creative,
Ad Ready,1,adReady,,Ad Ready,
📊 Anomaly Detection Summary,1,attr.anomalySummary,📊 Anomaly Detection Summary,📊 Anomaly Detection Summary,
Expected Blended ROAS,1,attr.expectedBlendRoas,Expected Blended ROAS,Expected Blended ROAS,
📋 Channel Contribution by Model (%),1,attr.modelCompareTable,📋 Channel Contribution by Model (%),📋 Channel Contribution by Model (%),
🕸️ Channel Contribution Radar,1,attr.radarCompare,🕸️ Channel Contribution Radar,🕸️ Channel Contribution Radar,
Compare campaign performance of the exact same product and channel across different regional teams or sub-accounts.,1,banner.acctPerf.desc,Compare campaign performance of the exact same product and channel across different regional teams or sub-accounts.,Compare campaign performance of the exact same product and channel across different regional teams or sub-accounts.,
Team / Account,1,banner.acctPerf.team,Team / Account,Team / Account,
Check Rights,1,checkRights,,Check Rights,
TOP 5 SKU,1,commerce.top5Sku,TOP 5 SKU,TOP 5 SKU,
CampaignEnterpriseTabs,1,common.underConstruction,,,
Auto Exec,1,crm.aiHub.aiHub.autoExec,Auto Exec,Auto Exec,
Count Unit,1,crm.aiHub.aiHub.countUnit,Count Unit,Count Unit,
Expected Profit,1,crm.aiHub.aiHub.expectedProfit,Expected Profit,Expected Profit,
Badge Realtime,1,crm.aiHub.aiPolicy.badgeRealtime,Badge Realtime,Badge Realtime,
Badge Rules,1,crm.aiHub.aiPolicy.badgeRules,Badge Rules,Badge Rules,
Badge Security,1,crm.aiHub.aiPolicy.badgeSecurity,Badge Security,Badge Security,
Cfg Approval Gate,1,crm.aiHub.aiPolicy.cfgApprovalGate,Cfg Approval Gate,Cfg Approval Gate,
Cross Sync,1,crm.aiHub.aiPolicy.crossTabSync,Cross Sync,Cross Sync,
Fired Total,1,crm.aiHub.aiPolicy.firedTotal,Fired Total,Fired Total,
No Policies,1,crm.aiHub.aiPolicy.noPolicies,No Policies,No Policies,
Policy Name,1,crm.aiHub.aiPolicy.policyName,Policy Name,Policy Name,
Sec Code,1,crm.aiHub.aiPolicy.secCode,Sec Code,Sec Code,
Sec Title,1,crm.aiHub.aiPolicy.secTitle,Sec Title,Sec Title,
Sec Unlock,1,crm.aiHub.aiPolicy.secUnlock,Sec Unlock,Sec Unlock,
Sync Active Rules,1,crm.aiHub.aiPolicy.syncActiveRules,Sync Active Rules,Sync Active Rules,
Sync Budgets,1,crm.aiHub.aiPolicy.syncBudgets,Sync Budgets,Sync Budgets,
Sync Inventory,1,crm.aiHub.aiPolicy.syncInventory,Sync Inventory,Sync Inventory,
Sync Orders,1,crm.aiHub.aiPolicy.syncOrders,Sync Orders,Sync Orders,
Total Audit,1,crm.aiHub.aiPolicy.totalAudit,Total Audit,Total Audit,
Attribution Desc,1,crm.aiHub.attributionDesc,Attribution Desc,Attribution Desc,
Rate Limits,1,crm.aiHub.catalogSync.devHub.rateLimits,Rate Limits,Rate Limits,
⚡ Webhook,1,crm.aiHub.catalogSync.devHub.tab_webhook,⚡ Webhook,⚡ Webhook,
Data Collection,1,crm.aiHub.catalogSync.ds.pipeCollect,Data Collection,Data Collection,
Normalization/Mapping,1,crm.aiHub.catalogSync.ds.pipeNormalize,Normalization/Mapping,Normalization/Mapping,
Module locked due to abnormal access.,1,crm.aiHub.catalogSync.ihub.secLockDesc,Module locked due to abnormal access.,Module locked due to abnormal access.,
Connected Channels,1,crm.aiHub.catalogSync.journey.connectedChannels,Connected Channels,Connected Channels,
Guide Node Ab Test,1,crm.aiHub.catalogSync.journey.guideNodeAbTest,Guide Node Ab Test,Guide Node Ab Test,
Guide Node Condition,1,crm.aiHub.catalogSync.journey.guideNodeCondition,Guide Node Condition,Guide Node Condition,
Guide Node Delay,1,crm.aiHub.catalogSync.journey.guideNodeDelay,Guide Node Delay,Guide Node Delay,
Guide Node Email,1,crm.aiHub.catalogSync.journey.guideNodeEmail,Guide Node Email,Guide Node Email,
Guide Node End,1,crm.aiHub.catalogSync.journey.guideNodeEnd,Guide Node End,Guide Node End,
Guide Node Kakao,1,crm.aiHub.catalogSync.journey.guideNodeKakao,Guide Node Kakao,Guide Node Kakao,
Guide Node Line,1,crm.aiHub.catalogSync.journey.guideNodeLine,Guide Node Line,Guide Node Line,
Guide Node Push,1,crm.aiHub.catalogSync.journey.guideNodePush,Guide Node Push,Guide Node Push,
Guide Node Sms,1,crm.aiHub.catalogSync.journey.guideNodeSms,Guide Node Sms,Guide Node Sms,
Guide Node Trigger,1,crm.aiHub.catalogSync.journey.guideNodeTrigger,Guide Node Trigger,Guide Node Trigger,
Guide Node Webhook,1,crm.aiHub.catalogSync.journey.guideNodeWebhook,Guide Node Webhook,Guide Node Webhook,
Guide Node Whatsapp,1,crm.aiHub.catalogSync.journey.guideNodeWhatsapp,Guide Node Whatsapp,Guide Node Whatsapp,
Ab test,1,crm.aiHub.catalogSync.journey.nodeTypes.ab_test,Ab test,Ab test,
Cart abandoned,1,crm.aiHub.catalogSync.journey.triggerTypes.cart_abandoned,Cart abandoned,Cart abandoned,
Segment entered,1,crm.aiHub.catalogSync.journey.triggerTypes.segment_entered,Segment entered,Segment entered,
Webhook trigger,1,crm.aiHub.catalogSync.journey.triggerTypes.webhook_trigger,Webhook trigger,Webhook trigger,
Channel Attr,1,crm.aiHub.catalogSync.pxl.channelAttr,Channel Attr,Channel Attr,
Conv Rate,1,crm.aiHub.catalogSync.pxl.convRate,Conv Rate,Conv Rate,
Create Error,1,crm.aiHub.catalogSync.pxl.createError,Create Error,Create Error,
Create Success,1,crm.aiHub.catalogSync.pxl.createSuccess,Create Success,Create Success,
Delete Confirm,1,crm.aiHub.catalogSync.pxl.deleteConfirm,Delete Confirm,Delete Confirm,
Event Type,1,crm.aiHub.catalogSync.pxl.eventType,Event Type,Event Type,
Funnel Cart,1,crm.aiHub.catalogSync.pxl.funnelCart,Funnel Cart,Funnel Cart,
Funnel Checkout,1,crm.aiHub.catalogSync.pxl.funnelCheckout,Funnel Checkout,Funnel Checkout,
Funnel Product,1,crm.aiHub.catalogSync.pxl.funnelProduct,Funnel Product,Funnel Product,
Funnel Purchase,1,crm.aiHub.catalogSync.pxl.funnelPurchase,Funnel Purchase,Funnel Purchase,
Funnel Title,1,crm.aiHub.catalogSync.pxl.funnelTitle,Funnel Title,Funnel Title,
Funnel Visit,1,crm.aiHub.catalogSync.pxl.funnelVisit,Funnel Visit,Funnel Visit,
Meta C A P I Token,1,crm.aiHub.catalogSync.pxl.metaCAPIToken,Meta C A P I Token,Meta C A P I Token,
Meta Forward,1,crm.aiHub.catalogSync.pxl.metaForward,Meta Forward,Meta Forward,
No Channel Data,1,crm.aiHub.catalogSync.pxl.noChannelData,No Channel Data,No Channel Data,
No Data,1,crm.aiHub.catalogSync.pxl.noDataDesc,No Data,No Data,
No Data Title,1,crm.aiHub.catalogSync.pxl.noDataTitle,No Data Title,No Data Title,
No Events,1,crm.aiHub.catalogSync.pxl.noEvents,No Events,No Events,
No Pixels,1,crm.aiHub.catalogSync.pxl.noPixels,No Pixels,No Pixels,
Pixel List,1,crm.aiHub.catalogSync.pxl.pixelList,Pixel List,Pixel List,
Pixel Name,1,crm.aiHub.catalogSync.pxl.pixelName,Pixel Name,Pixel Name,
Pixel Name Ph,1,crm.aiHub.catalogSync.pxl.pixelNamePh,Pixel Name Ph,Pixel Name Ph,
Realtime Stream,1,crm.aiHub.catalogSync.pxl.realtimeStream,Realtime Stream,Realtime Stream,
Sec Alert,1,crm.aiHub.catalogSync.pxl.secAlert,Sec Alert,Sec Alert,
Sec Blocked,1,crm.aiHub.catalogSync.pxl.secBlocked,Sec Blocked,Sec Blocked,
Sec Input Blocked,1,crm.aiHub.catalogSync.pxl.secInputBlocked,Sec Input Blocked,Sec Input Blocked,
Sec Lock Wait,1,crm.aiHub.catalogSync.pxl.secLockWait,Sec Lock Wait,Sec Lock Wait,
Sec Total,1,crm.aiHub.catalogSync.pxl.secTotal,Sec Total,Sec Total,
Send Event,1,crm.aiHub.catalogSync.pxl.sendEvent,Send Event,Send Event,
Server Side C A P I,1,crm.aiHub.catalogSync.pxl.serverSideCAPI,Server Side C A P I,Server Side C A P I,
Server Side Event,1,crm.aiHub.catalogSync.pxl.serverSideEvent,Server Side Event,Server Side Event,
Snippet Guide1,1,crm.aiHub.catalogSync.pxl.snippetGuide1,Snippet Guide1,Snippet Guide1,
Snippet Guide2,1,crm.aiHub.catalogSync.pxl.snippetGuide2,Snippet Guide2,Snippet Guide2,
Snippet Guide3,1,crm.aiHub.catalogSync.pxl.snippetGuide3,Snippet Guide3,Snippet Guide3,
Snippet Title,1,crm.aiHub.catalogSync.pxl.snippetTitle,Snippet Title,Snippet Title,
Test Event Send,1,crm.aiHub.catalogSync.pxl.testEventSend,Test Event Send,Test Event Send,
Tiktok Forward,1,crm.aiHub.catalogSync.pxl.tiktokForward,Tiktok Forward,Tiktok Forward,
Total Events,1,crm.aiHub.catalogSync.pxl.totalEvents,Total Events,Total Events,
Hack Detected,1,crm.aiHub.catalogSync.security.hackDetected,Hack Detected,Hack Detected,
Fee Rate,1,crm.aiHub.channelFeeRate,Fee Rate,Fee Rate,
Enter a prompt and AI generates campaign ad designs.,1,crm.aiHub.creativeSub,Enter a prompt and AI generates campaign ad designs.,Enter a prompt and AI generates campaign ad designs.,
AI Ad Creative Generator,1,crm.aiHub.creativeTitle,AI Ad Creative Generator,AI Ad Creative Generator,
Data Basis,1,crm.aiHub.dataSource,Data Basis,Data Basis,
Integrated A/B test results.,1,crm.aiHub.guideTabAbDesc,Integrated A/B test results.,Integrated A/B test results.,
A/B Testing,1,crm.aiHub.guideTabAbName,A/B Testing,A/B Testing,
Automatic budget alert system.,1,crm.aiHub.guideTabBudgetDesc,Automatic budget alert system.,Automatic budget alert system.,
Budget Alerts,1,crm.aiHub.guideTabBudgetName,Budget Alerts,Budget Alerts,
AI-powered ad copy generator.,1,crm.aiHub.guideTabCopyDesc,AI-powered ad copy generator.,AI-powered ad copy generator.,
AI Copywriter,1,crm.aiHub.guideTabCopyName,AI Copywriter,AI Copywriter,
AI ad image generator with 16 scene types.,1,crm.aiHub.guideTabCreativeDesc,AI ad image generator with 16 scene types.,AI ad image generator with 16 scene types.,
Email and KakaoTalk status.,1,crm.aiHub.guideTabCrmDesc,Email and KakaoTalk status.,Email and KakaoTalk status.,
CRM Channels,1,crm.aiHub.guideTabCrmName,CRM Channels,CRM Channels,
KPI targets vs actuals.,1,crm.aiHub.guideTabDetailDesc,KPI targets vs actuals.,KPI targets vs actuals.,
Detail Analysis,1,crm.aiHub.guideTabDetailName,Detail Analysis,Detail Analysis,
Gantt chart visualization.,1,crm.aiHub.guideTabGanttDesc,Gantt chart visualization.,Gantt chart visualization.,
Live KPI monitoring.,1,crm.aiHub.guideTabMonitorDesc,Live KPI monitoring.,Live KPI monitoring.,
Real-time Monitor,1,crm.aiHub.guideTabMonitorName,Real-time Monitor,Real-time Monitor,
All campaigns displayed as filterable cards.,1,crm.aiHub.guideTabOverviewDesc,All campaigns displayed as filterable cards.,All campaigns displayed as filterable cards.,
Campaign Overview,1,crm.aiHub.guideTabOverviewName,Campaign Overview,Campaign Overview,
Comprehensive ROI analysis.,1,crm.aiHub.guideTabRoiDesc,Comprehensive ROI analysis.,Comprehensive ROI analysis.,
ROI Analysis,1,crm.aiHub.guideTabRoiName,ROI Analysis,ROI Analysis,
Full platform real-time analysis → ROI-based AI recommendations → Budget registration → Approval → Card auto-execution,1,crm.aiHub.heroSub,Full platform real-time analysis → ROI-based AI recommendations → Budget registration → Approval → Card auto-execution,Full platform real-time analysis → ROI-based AI recommendations → Budget registration → Approval → Card auto-execution,
No fee data,1,crm.aiHub.noFeeData,No fee data,No fee data,
Campaign name,1,crm.email.campaignMgr.colName,Campaign name,Campaign Name,
Add Product,1,crm.email.catalogSync.addProduct,Add Product,Add Product,
All Status,1,crm.email.catalogSync.allStatus,All Status,All Status,
Auto Sync,1,crm.email.catalogSync.autoSync,Auto Sync,Auto Sync,
Auto Sync Desc,1,crm.email.catalogSync.autoSyncDesc,Auto Sync Desc,Auto Sync Desc,
Col Margin,1,crm.email.catalogSync.colMargin,Col Margin,Col Margin,
Cost Breakdown,1,crm.email.catalogSync.costBreakdown,Cost Breakdown,Cost Breakdown,
Discount Rate,1,crm.email.catalogSync.discountRate,Discount Rate,Discount Rate,
Product Cost Auto,1,crm.email.catalogSync.productCostAuto,Product Cost Auto,Product Cost Auto,
Product Count,1,crm.email.catalogSync.productCount,Product Count,Product Count,
Spec Label,1,crm.email.catalogSync.specLabel,Spec Label,Spec Label,
Sync Now,1,crm.email.catalogSync.syncNow,Sync Now,Sync Now,
Upload Image,1,crm.email.catalogSync.uploadImage,Upload Image,Upload Image,
 C S V,1,CSV,, C S V,
Fixed Perf,1,fixedPerf,,Fixed+Performance,
Exact Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Double ML) · Thompson Sampling A/B,1,gAttr.subtitle,Exact Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Double ML) · Thompson Sampling A/B,Exact Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Double ML) · Thompson Sampling A/B,
🔗 Markov+Uplift,1,gAttr.tabMarkovLabel,🔗 Markov+Uplift,🔗 Markov+Uplift,
Ridge+Adstock+Hill,1,gAttr.tabMmmDesc,Ridge+Adstock+Hill,Ridge+Adstock+Hill,
🎯 Exact Shapley,1,gAttr.tabShapleyLabel,🎯 Exact Shapley,🎯 Exact Shapley,
🟡 MOCK Data,1,graph.mockData,🟡 MOCK Data,🟡 MOCK Data,
🟡 MOCK Results,1,graph.mockResult,🟡 MOCK Results,🟡 MOCK Results,
No Edge — Register Node/Edge in Tab above,1,graph.noEdge,No Edge — Register Node/Edge in Tab above,No Edge — Register Node/Edge in Tab above,
❓ Q&A,1,help.tabFaq,❓ Q&A,❓ Q&A,
💚 LINE,1,journeyBuilder.nodeTypes.line,💚 LINE,💚 LINE,
📱 SMS,1,journeyBuilder.nodeTypes.sms,📱 SMS,📱 SMS,
Ad Analytics,1,marketing.gNav.adAnalytics,Ad Analytics,Ad Analytics,
AI Insights,1,marketing.gNav.aiInsights,AI Insights,AI Insights,
AI Marketing,1,marketing.gNav.aiMarketing,AI Marketing,AI Marketing,
AI Comms,1,marketing.gNav.aiMarketingHub,AI Comms,AI Comms,
AI Recommend,1,marketing.gNav.aiRecommend,AI Recommend,AI Recommend,
AI Rule Engine,1,marketing.gNav.aiRuleEngine,AI Rule Engine,AI Rule Engine,
Alert Automation,1,marketing.gNav.alertAutomation,Alert Automation,Alert Automation,
Alert Policies,1,marketing.gNav.alertPolicies,Alert Policies,Alert Policies,
Insights & Reports,1,marketing.gNav.analytics,Insights & Reports,Insights & Reports,
API Keys,1,marketing.gNav.apiKeys,API Keys,API Keys,
Audit Logs,1,marketing.gNav.auditLog,Audit Logs,Audit Logs,
Auto Strategy,1,marketing.gNav.autoMarketing,Auto Strategy,Auto Strategy,
Automation Systems,1,marketing.gNav.automation,Automation Systems,Automation Systems,
Case Study,1,marketing.gNav.caseStudy,Case Study,Case Study,
Catalog Sync,1,marketing.gNav.catalog,Catalog Sync,Catalog Sync,
Commerce & Logistics,1,marketing.gNav.commerce,Commerce & Logistics,Commerce & Logistics,
CRM & Channels,1,marketing.gNav.crm,CRM & Channels,CRM & Channels,
CRM Dashboard,1,marketing.gNav.crmMain,CRM Dashboard,CRM Dashboard,
Data & Integration,1,marketing.gNav.data,Data & Integration,Data & Integration,
Data Products,1,marketing.gNav.dataProduct,Data Products,Data Products,
Data Trust Center,1,marketing.gNav.dataTrust,Data Trust Center,Data Trust Center,
Developer Hub,1,marketing.gNav.developerHub,Developer Hub,Developer Hub,
Finance & Settlement,1,marketing.gNav.finance,Finance & Settlement,Finance & Settlement,
Help Center,1,marketing.gNav.help,Help Center,Help Center,
Influencer Mgmt,1,marketing.gNav.influencer,Influencer Mgmt,Influencer Mgmt,
Integration Hub,1,marketing.gNav.integrationHub,Integration Hub,Integration Hub,
Kakao Business,1,marketing.gNav.kakaoChannel,Kakao Business,Kakao Business,
Mapping Registry,1,marketing.gNav.mappingRegistry,Mapping Registry,Mapping Registry,
System Admin,1,marketing.gNav.memberTools,System Admin,System Admin,
Omni Channel,1,marketing.gNav.omniChannel,Omni Channel,Omni Channel,
Onboarding Map,1,marketing.gNav.onboarding,Onboarding Map,Onboarding Map,
Operations Manual,1,marketing.gNav.operations,Operations Manual,Operations Manual,
Pixel Tracking,1,marketing.gNav.pixelTracking,Pixel Tracking,Pixel Tracking,
P&L Analytics,1,marketing.gNav.pnl,P&L Analytics,P&L Analytics,
Returns Portal,1,marketing.gNav.returnsPortal,Returns Portal,Returns Portal,
Reviews & UGC,1,marketing.gNav.reviewsUgc,Reviews & UGC,Reviews & UGC,
Settlements,1,marketing.gNav.settlements,Settlements,Settlements,
Supply Chain,1,marketing.gNav.supplyChain,Supply Chain,Supply Chain,
Workspace Setting,1,marketing.gNav.workspace,Workspace Setting,Workspace Setting,
Data Writeback,1,marketing.gNav.writeback,Data Writeback,Data Writeback,
🌱 ESG,1,nav.pages.performance.tabEsg,,,
Unified Ops Cockpit · v421,1,nav.sub,Unified Ops Cockpit · v421,Unified Ops Cockpit · v421,
Demo environment — data isolated from production,1,omniChannel.demoIsolation,,,
Action Presets,1,pages.actionPresets.title,Action Presets,Action Presets,
Review & UGC Analytics,1,pages.cmpRow.r10,Review & UGC Analytics,Review & UGC Analytics,
Commerce Channels,1,pages.cmpRow.r11,Commerce Channels,Commerce Channels,
WMS (Stock·In/Out),1,pages.cmpRow.r12,WMS (Stock·In/Out),WMS (Stock·In/Out),
